structure,n_tokens,ada_embedding,Cluster
" Voici une structure sémantique générique pour le TED Talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Constat d'un problème/défi
    - Origines et conséquences du problème
    - Solutions essayées jusqu'à présent 
    - Nouvelle solution proposée
    - Avantages de cette nouvelle solution
    - Exemples concrets
    - Perspectives futures

Conclusion
    - Synthèse 
    - Conclusion
    - Ouverture

Cette structure peut être réutilisée pour écrire un nouveau talk en adaptant les contenus spécifiques tout en conservant la structure logique générique. L'introduction pose le sujet, le corps développe en présentant le problème, ses causes, les solutions existantes et la nouvelle solution proposée ainsi que ses avantages, et la conclusion résume les points clés et ouvre des perspectives.",303,"[-0.00449875  0.00840792  0.00640847 ... -0.01657231 -0.02788967
 -0.03027362]",0
" Voici une proposition de structure générique pour le texte :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Exemple concret
    - Développement de la problématique
    - Solution proposée
    - Preuves et arguments
    - Illustration par des exemples

Conclusion  
    - Résumé des points clés
    - Appel à l'action
    - Conclusion positive",144,"[-0.00726507  0.02503277  0.00287171 ... -0.02768756 -0.02874948
 -0.02685875]",2
" Voici une structure générique possible pour ce TED Talk :

Introduction
    - Présenter le sujet
    - Expliquer l'intérêt ou l'origine de l'intérêt pour ce sujet  
    - Annoncer le plan

Corps du Talk   
    - Développer le sujet
        - Apporter des précisions, des exemples 
        - Raconter une expérience personnelle
        - Donner des détails, des anecdotes
        - Expliquer l'impact ou les conséquences
    - Analyser le sujet 
        - Donner des éléments de contexte
        - Apporter un regard critique
        - Comparer à d'autres situations
    - Proposer des solutions
        - Suggérer des idées, des changements
        - Imaginer un futur optimiste
        - Inspirer à l'action

Conclusion    
    - Résumer les points clés
    - Conclure sur une note d'espoir, une vision
    - Inspirer l'auditoire 
    - Remercier",359,"[-0.01081708 -0.00465967  0.01578398 ... -0.01868987 -0.01849785
 -0.03177278]",2
" Voici une proposition de structure générique pour ce TED talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Présentation de la problématique
    
Corps du talk
    - Contexte historique 
    - Développement de la problématique
    - Solutions envisagées
    - Actions entreprises
    - Résultats obtenus
    
Conclusion
    - Synthèse
    - Perspectives
    - Message à retenir",155,"[-0.00663049  0.00765748  0.00558104 ... -0.02778001 -0.02367206
 -0.02267075]",2
"Voici une proposition de structure sémantique générique pour le TED Talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk 
    - Point clé 1
        - Preuve/Explication 1
        - Preuve/Explication 2
        - Exemple
    - Point clé 2
        - Preuve/Explication 1
        - Preuve/Explication 2
        - Exemple
    - Point clé 3
        - Preuve/Explication 1
        - Preuve/Explication 2
        - Exemple

Conclusion
    - Résumé des points clés
    - Ouverture/Perspective
    - Message à retenir

Cette structure permet de présenter une introduction avec une accroche, une présentation du sujet et une annonce du plan. Le corps développe ensuite plusieurs points clés appuyés chacun par des preuves, explications et exemples. Enfin, la conclusion résume les points clés, ouvre une perspective et propose un message à retenir. 

Le schéma est suffisamment générique pour être réutilisé sur différents sujets, en adapatant les points clés, preuves, exemples et messages en fonction du thème et des informations à transmettre. Il fournit une",417,"[-0.00861395  0.0011805   0.00631341 ... -0.02512294 -0.02776334
 -0.02710977]",3
"Voici la structure sémantique générique de ce TED Talk :

Introduction
    - Présentation du sujet
    - Problématique 

Corps du Talk
   - Point de vue 1
   - Arguments soutenant le point de vue 1
       - Argument 1
       - Argument 2
       - Etc.
   - Point de vue 2
   - Arguments soutenant le point de vue 2
       - Argument 1
       - Argument 2 
       - Etc.
   - Comparaison et confrontation des différents points de vue

Conclusion
   - Synthèse
   - Ouverture/perspective

Cette structure générique pourrait être réutilisée pour écrire un nouveau talk en remplaçant simplement les éléments spécifiques (sujet, points de vue, arguments, etc.) par de nouvelles informations, tout en conservant l'architecture logique. Le schéma est suffisamment détaillé pour comprendre la logique et pouvoir l'appliquer à un nouveau contenu.",325,"[ 0.00807125  0.00244423  0.01826652 ... -0.01699211 -0.0263249
 -0.02940151]",3
" Voici une structure générique possible pour ce TED talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du talk 
    - Point de vue personnel sur le sujet
    - Exemples concrets
    - Analyse de la situation actuelle
    - Appel à l'action
        
Conclusion
    - Résumé des points clés 
    - Projection dans l'avenir
    - Message final

Cette structure permet de présenter le sujet de manière engageante, d'appuyer le discours avec des exemples, de faire une analyse critique de la situation, d'appeler à agir, puis de conclure en résumant les idées fortes et avec un message final marquant. Elle peut être réutilisée pour écrire un nouveau talk en adaptant les contenus au thème et au ton souhaités.",265,"[-0.02082538  0.00475083  0.00220219 ... -0.02283991 -0.02548318
 -0.02373811]",0
" Voici une structure sémantique générique pour le TED Talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Présentation de la problématique

Corps du Talk  
    - Témoignage personnel
    - Explication du problème 
    - Solutions proposées
    - Appel à l'action

Conclusion
    - Résumé 
    - Message final 
    - Remerciements",138,"[-0.00904659  0.01180798  0.00989231 ... -0.02778047 -0.02701163
 -0.02849804]",1
" Voici une proposition de structure sémantique générique pour le TED Talk :

Introduction
    - Présenter le sujet/thème du talk
    - Exposer la problématique ou la question qui sera abordée
    
Corps du Talk
    - Présenter l'opinion conventionnelle/majoritaire sur le sujet
    - Exposer les faits qui contredisent cette opinion 
    - Détailler des exemples qui illustrent ces faits
    - Analyser ces exemples pour en tirer des enseignements généraux
    
Conclusion
    - Résumer les points clés 
    - Formuler un message final sur ce que ces points impliquent pour le public

\
Cette structure pourrait être réutilisée pour écrire un nouveau talk en remplaçant simplement les éléments spécifiques (sujet, opinion conventionnelle, faits contradictoires, exemples, enseignements) par ceux correspondant au nouveau thème, tout en conservant la structure logique générique.",300,"[-0.00363538  0.01087009  0.00692985 ... -0.01627236 -0.02572632
 -0.02903062]",0
" Voici la structure sémantique générique du TED Talk :

Introduction
    - Accroche humoristique
    - Présentation du sujet
    - Problématique

Corps du Talk  
    - Anecdote personnelle
    - Explication du problème
    - Présentation de la solution
        - Origine de l'idée
        - Comment ça fonctionne
        - Avantages
    - Illustration par un exemple concret
    
Conclusion    
    - Résumé 
    - Appel à l'action
    - Conclusion positive",193,"[-0.00184047  0.01012896  0.01535001 ... -0.02358099 -0.02632891
 -0.03039327]",1
" Voici une proposition de structure générique pour le TED talk :

Introduction
    - Présentation du sujet
    - Présentation de la thèse / idée principale

Corps du Talk
    - Présentation de l'observation / l'expérience à l'origine de la réflexion
    - Développement de la première idée clé 
    - Exemples et preuves pour étayer la première idée
    - Développement de la deuxième idée clé
    - Exemples et preuves pour étayer la deuxième idée
    - Projection dans l'avenir / conséquences potentielles des idées présentées

Conclusion
    - Résumé des idées clés
    - Conclusion inspirante / appel à l'action

Cette structure générique pourrait être réutilisée pour créer un nouveau talk en remplaçant simplement les éléments spécifiques (sujet, idées clés, exemples, etc.) par de nouvelles informations, tout en conservant la structure logique d'introduction, développement et conclusion. Le niveau de détail permet de comprendre clairement comment organiser les différents éléments d'un talk de manière cohérente et",368,"[-0.00514236  0.0072135   0.00111945 ... -0.02147274 -0.03422219
 -0.02380842]",0
"Voici une proposition de structure générique pour ce TED talk :

Introduction
    - Accroche 
    - Présentation du contexte/problème
    - Annonce du plan

Corps du Talk   
    - Présentation de la situation actuelle
        - Élément 1 de la situation
        - Élément 2 de la situation
        - etc.
    - Les conséquences/impacts de cette situation
        - Conséquence 1
        - Conséquence 2 
        - etc. 
    - La solution proposée
        - Description de la solution
        - Avantages de la solution
        - Mise en oeuvre concrète  

Conclusion
    - Résumé des points clés 
    - Ouverture/perspective
    - Message à retenir",275,"[-0.00837399  0.00509134  0.00742138 ... -0.01965732 -0.01354257
 -0.03135902]",4
"Voici une structure générique pour le TED Talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk  
    - Élément clé 1
        - Explication
        - Exemples
        - Transition
    - Élément clé 2
        - Explication  
        - Exemples
        - Transition
    - Élément clé 3
        - Explication
        - Exemples
        - Transition
      
Conclusion
    - Résumé des points clés
    - Conclusion personnelle
    - Message final",223,"[-0.01305473  0.00850526  0.01162858 ... -0.02911663 -0.02370889
 -0.02621271]",4
" Voici une proposition de structure générique pour le TED talk :

Introduction
    - Accroche initiale 
    - Présentation du sujet
    - Présentation de la problématique

Corps du Talk
    - Anecdote personnelle
    - Explication du problème 
    - Présentation de la première solution tentée
    - Limites de cette solution
    - Nouvelle inspiration
    - Développement de la deuxième solution
    - Explication de son fonctionnement
    - Avantages de cette solution

Conclusion
    - Résumé 
    - Projections futures
    - Message d'espoir",198,"[-0.00195059  0.01033585  0.00439941 ... -0.02482688 -0.02678073
 -0.02099734]",2
" Voici une proposition de structure générique pour le talk :

Introduction
    - Anecdote introductive
    - Présentation du sujet 
    - Annonce du plan

Corps du Talk
    - Développement de la problématique
    - Exemples à l'appui
    - Solutions possibles
    - Appel à l'action

Conclusion 
    - Résumé des points clés
    - Projection positive dans le futur
    - Message final positif",142,"[-0.0118147   0.01840292  0.01854558 ... -0.02669006 -0.0306845
 -0.02754601]",2
"Voici une proposition de structure générique pour ce TED talk :

Introduction
  - Accroche
  - Présentation du sujet
  - Annonce du plan
  
Corps du Talk
  - Première partie : contexte et problème soulevé
    - Éléments de contexte
    - Description du problème
  - Deuxième partie : solutions proposées
    - Solution 1
    - Solution 2
    - ...
  - Troisième partie : conclusion personnelle
    - Résumé 
    - Prise de position
  
Conclusion 
  - Synthèse des points clés
  - Ouverture / perspectives
  - Message final

Cette structure permet de présenter dans un premier temps le contexte et le problème soulevé, puis de proposer des solutions concrètes avant de conclure sur une note personnelle. La conclusion résume les points forts et ouvre sur des perspectives futures. Le plan est suffisamment générique pour être réutilisé sur de nombreux sujets, en adaptant les contenus aux informations fournies sur le thème, le ton etc. Il respecte une logique d'introduction, développement et conclusion.",330,"[-0.00013555  0.00275529 -0.00036891 ... -0.01473738 -0.01747833
 -0.02241204]",0
" Voici une proposition de structure générique pour le TED talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan
    
Corps du Talk  
    - Présentation du contexte et de la problématique
    - Exposé des idées reçues 
    - Apport de nuances et de données objectives
    - Mise en évidence des obstacles 
    - Proposition de solution
    
Conclusion
    - Résumé des points clés
    - Appel à l'action
    - Message d'espoir

Cette structure suit un schéma classique :
- Introduction pour présenter le sujet et accrocher l'auditoire
- Corps du talk pour exposer la problématique, les idées reçues, les nuances à apporter, les obstacles et proposer des solutions
- Conclusion pour résumer, lancer un appel à l'action et terminer sur une note positive.

Le sujet et le contenu viendraient se greffer sur cette structure, qui pourrait être réutilisée pour d'autres talks en adaptant les points spécifiques. Les transitions et l'enchaînement logique des idées sont importants pour construire un discours cohérent.",345,"[-0.00729295  0.00157099  0.00775914 ... -0.01325759 -0.02608092
 -0.02041004]",0
"Voici une proposition de structure générique pour le TED Talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Point 1 : situation initiale
    - Point 2 : événement déclencheur 
    - Point 3 : actions entreprises
    - Point 4 : résultats obtenus
    - Point 5 : enseignements tirés

Conclusion  
    - Résumé 
    - Ouverture",146,"[-0.00789512  0.00249817  0.003687   ... -0.02257797 -0.0177054
 -0.02210895]",4
" Voici un exemple de structure sémantique générique pour ce TED Talk :

Introduction
    - Accroche avec une anecdote personnelle
    - Présentation du sujet et de la problématique

Corps du Talk   
    - Présentation de la solution proposée
        - Avantages/bénéfices
        - Fonctionnement
        - Apports
    - Illustration concrète avec une démonstration    
    - Perspectives et impacts positifs attendus

Conclusion
    - Synthèse 
    - Projection dans l'avenir
    - Message d'espoir",196,"[-0.00283859  0.01009277  0.02297908 ... -0.02937717 -0.03022682
 -0.03233806]",1
" Voici un exemple de structure générique pour ce TED Talk :

Introduction
  - Accroche : question ou citation intrigante
  - Présentation du sujet
  - Annonce du plan
  
Corps du Talk
  - Présentation de la technologie CRISPR
  - Explications de son fonctionnement
  - Avantages et applications possibles
  - Questions éthiques soulevées
  
Conclusion 
  - Résumé des points clés
  - Perspectives futures
  - Ouverture sur de nouvelles questions",141,"[-0.00987815  0.01601584  0.01003882 ... -0.02966659 -0.02487212
 -0.01740406]",2
"Voici une structure sémantique générique pour ce TED Talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Point 1 : Présentation d'un concept/d'une idée
    - Point 2 : Exemples/données pour appuyer le Point 1 
    - Point 3 : Conséquences/implications du Point 1
    - Point 4 : Solutions/recommandations

Conclusion 
    - Résumé des points clés
    - Ouverture/perspective",161,"[ 0.00156114  0.00616408  0.01270155 ... -0.02042033 -0.02729578
 -0.0237293 ]",3
" Voici une proposition de structure sémantique générique pour le TED Talk :

Introduction
    - Présentation du contexte/problème
    - Annonce de la solution proposée
    
Corps du Talk
    - Présentation détaillée du contexte/problème
    - Explication de la solution proposée
    - Mise en œuvre concrète de la solution
    - Résultats obtenus grâce à la solution
    
Conclusion
    - Résumé du problème et de la solution
    - Perspectives futures et conclusions",168,"[ 0.00279631  0.01472423  0.01697161 ... -0.02299046 -0.02102723
 -0.03045591]",1
"Voici une proposition de structure générique pour ce TED Talk :

Introduction
    - Accroche : situation imaginaire
    - Présentation du sujet
    - Présentation de la problématique 

Corps du Talk
    - Explication du contexte technologique
    - Applications concrètes
        - Exemple 1
        - Exemple 2 
        - Exemple 3
    - Transition vers la solution proposée
    - Présentation de la solution innovante

Conclusion 
    - Résumé 
    - Projection dans le futur
    - Message d'espoir",190,"[ 0.00242422  0.0081459   0.00376852 ... -0.02222657 -0.02017567
 -0.02441846]",4
"Voici un exemple de structure sémantique générique pour le TED talk :

Introduction
    - Présenter le sujet / la problématique
    - Donner le contexte général

Corps du Talk 
    - Thèse principale / idée centrale
    - Arguments soutenant la thèse 
        - Argument 1
        - Argument 2
        - Etc.
    - Exemples concrets
    - Témoignages / expériences personnelles
    - Données / statistiques  
    - Comparaisons / analogies 
    - Conséquences / impacts  

Conclusion
    - Résumer les points principaux
    - Ouverture / perspective
    - Message final 

Cette structure permet de présenter de manière logique une problématique, de développer une thèse à son sujet à l'aide d'arguments et d'exemples concrets, avant de conclure en résumant les idées principales. Le schéma est suffisamment générique pour pouvoir être réutilisé sur n'importe quel sujet, en adaptant les arguments et exemples au thème spécifique du nouveau talk. Il fournit une trame solide pour construire un discours convaincant.",379,"[-0.00060308  0.00507197  0.01987671 ... -0.01611208 -0.03345763
 -0.03921378]",3
" Voici une proposition de structure sémantique générique pour ce TED Talk :

Introduction
    - Présentation du contexte personnel
    - Mise en perspective du sujet traité
    
Corps du Talk
    - Présentation d'un problème de société
    - Analyse des causes et conséquences
    - Témoignage personnel
    - Solutions envisagées
    
Conclusion
    - Synthèse
    - Appel à l'action
    - Perspectives",151,"[ 0.00104851  0.01263726  0.01573819 ... -0.02414573 -0.02395111
 -0.02387326]",1
"Voici la structure sémantique générique du TED Talk :

Introduction
    - Présentation du sujet
    - Contexte historique
    - Problématique

Corps du Talk
    - Exemple 1
        - Description
        - Lien avec la problématique
    - Exemple 2
        - Description
        - Lien avec la problématique 
    - Exemple 3
        - Description
        - Lien avec la problématique

Conclusion
    - Synthèse
    - Constats
    - Perspectives",196,"[ 0.00217402  0.00410629  0.01781758 ... -0.02356768 -0.03393333
 -0.02916307]",3
"Voici une proposition de structure générique pour ce TED Talk :

Introduction
    - Présentation du sujet
    - Contexte et problématique

Corps du Talk  
    - Présentation de différents modèles existants
        - Modèle 1
            - Description
            - Avantages
            - Inconvénients
        - Modèle 2
            - Description
            - Avantages 
            - Inconvénients
        - etc.
    - Présentation du modèle préféré par l'intervenant
        - Description détaillée
        - Justification du choix 
        - Avantages
        - Réponse aux critiques

Conclusion
    - Synthèse 
    - Appel à l'action

Cette structure permet de présenter un sujet, la problématique associée, de décrire les différentes approches/modèles existants avec leurs forces et faiblesses, de détailler l'approche préférée par l'intervenant avec ses justifications, et de conclure en résumant les points clés et en lançant un appel à l'action.

Elle est suffisamment générique pour pouvoir être réutilisée avec d'autres sujets/thématiques, en adaptant les intitulés et contenus des différentes parties.",466,"[-0.00419142  0.00797877  0.00382583 ... -0.01201306 -0.02632225
 -0.02097314]",0
"Voici une proposition de structure générique pour le TED Talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Point de vue 1
    - Arguments soutenant le point de vue 1
        - Argument 1
        - Argument 2
        - ...
    - Point de vue 2 
    - Arguments soutenant le point de vue 2
        - Argument 1
        - Argument 2
        - ...
    - Synthèse / transition

Conclusion
    - Résumé des idées principales
    - Ouverture / perspective",211,"[-0.00245885  0.00655154  0.00378433 ... -0.02098818 -0.0214919
 -0.0254958 ]",4
"Voici une proposition de structure générique pour ce TED talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk  
    - Récit personnel
        - Événement marquant 1
        - Événement marquant 2 
        - Événement marquant n
    - Enseignement tiré 
        - Leçon 1
        - Leçon 2
        - Leçon n
    - Appel à l'action
        - Invitation 1 
        - Invitation 2
        - Invitation n

Conclusion  
    - Résumé 
    - Message final 
    - Remerciements",242,"[-0.00970078  0.00306129  0.000839   ... -0.02653865 -0.01758508
 -0.02196524]",4
" Voici une structure générique possible pour ce TED talk :

Introduction
    - Présenter le sujet
    - Expliquer l'intérêt et l'importance du sujet

Corps du talk 
    - Présenter la technologie/phénomène
    - Détailler son fonctionnement
    - Montrer ses avantages
    - Souligner ses limites
    - Apporter des nuances par rapport aux idées reçues
    - Donner des exemples concrets d'utilisation
    - Soulever les questions éthiques associées
    
Conclusion
    - Résumer les points clés
    - Insister sur l'importance de bien comprendre le sujet
    - Appeler à une utilisation responsable
    - Conclure sur une note d'espoir/un appel à l'action",243,"[-0.00151202 -0.00221251  0.01302906 ... -0.02387276 -0.02478013
 -0.02121456]",2
"Voici une structure générique pour le TED talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Point 1 : Contexte personnel
        - Expérience personnelle pertinente
        - Obstacles rencontrés
    - Point 2 : Leçons apprises
        - Leçon 1
        - Leçon 2 
    - Point 3 : Appel à l'action
        - Problème à résoudre
        - Solutions possibles
        - Invitation à agir
        
Conclusion 
    - Résumé des points clés
    - Projection positive dans l'avenir
    - Remerciements",240,"[-0.01039546  0.00559955  0.00281598 ... -0.02558682 -0.0177319
 -0.02242411]",4
" Voici une proposition de structure générique pour ce TED talk :

Introduction
    - Anecdote personnelle
    - Présentation du problème/sujet
    - Annonce du plan
  
Corps du talk 
    - Explication du problème
        - Données/statistiques
        - Exemples concrets
    - Présentation de la solution proposée
        - Origine de l'idée
        - Description de la solution
            - Comment ça fonctionne
            - Avantages
    - Perspectives d'avenir
        
Conclusion
    - Résumé 
    - Appel à l'action
    - Question ouverte",238,"[-0.00377832  0.01404572  0.00985259 ... -0.02659941 -0.02863166
 -0.02195609]",2
" Voici la structure générique proposée pour ce TED Talk :

Introduction  
    - Présenter le sujet du talk
    - Donner le contexte et les informations clés sur l'intervenant

Corps du Talk
    - Raconter l'expérience personnelle liée au sujet
    - Expliquer la transition et les défis rencontrés
    - Présenter le projet créé en réponse à ces défis 
    - Expliquer l'utilité et les objectifs du projet

Conclusion 
    - Résumer les points clés
    - Expliquer l'importance du sujet
    - Faire un appel à l'action (s'il y a lieu)
    - Remercier le public",210,"[-0.00287371  0.00377715  0.00629846 ... -0.03057605 -0.02263089
 -0.02990968]",2
"Voici un plan générique pour la structure sémantique du TED Talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Intérêt du sujet
    - Annonce du plan

Corps du Talk 
    - Point clé 1
        - Explication
        - Exemples
        - Données à l'appui
    - Point clé 2
        - Explication 
        - Exemples
        - Données à l'appui 
    - Point clé 3
        - Explication
        - Exemples
        - Données à l'appui

Conclusion
    - Résumé des points clés
    - Ouverture sur les perspectives futures
    - Conclusion personnelle 
    - Message à retenir",266,"[-0.01296129  0.00103175  0.01470545 ... -0.02129308 -0.02710264
 -0.02951465]",3
" Voici une proposition de structure sémantique générique pour ce TED Talk :

Introduction
    - Présenter le sujet/problème
    - Donner le contexte/la situation actuelle
    
Corps du Talk  
    - Expliquer les causes/origines du problème
    - Donner des exemples concrets
    - Analyser les conséquences/impacts du problème
    - Discuter des solutions possibles
    
Conclusion
    - Résumer les points clés
    - Faire un appel à l'action
    - Donner un message d'espoir",178,"[-0.00013539  0.00067542  0.0130455  ... -0.02232316 -0.02194895
 -0.0290072 ]",1
" Voici la structure sémantique générique du TED Talk :

Introduction
    - Présentation du contexte
    - Présentation du sujet principal
    
Corps du Talk  
    - Anecdote personnelle
    - Élaboration sur le sujet principal
    - Exemples concrets
    - Appel à l'action
    
Conclusion
    - Synthèse 
    - Message final d'espoir",133,"[-0.00776679  0.01216477  0.01098856 ... -0.02799878 -0.02294878
 -0.03444234]",1
"Voici une proposition de structure générique pour le TED talk :

Introduction
    - Accroche personnelle
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Expérience personnelle
        - Situation initiale
        - Péripéties
        - Morale
    - Développement théorique
        - Idée 1
        - Exemples
        - Idée 2 
        - Exemples
        - Etc.
    - Ouverture
        - Questionnement
        - Perspectives

Conclusion
    - Synthèse
    - Elargissement 
    - Invitation à la réflexion

Cette structure permet de présenter d'abord une expérience personnelle frappante qui introduit le sujet, de développer ensuite les idées clés étayées par des exemples, pour finir sur une ouverture avec un élargissement et une invitation à la réflexion. Le tout encadré par une introduction qui accroche et présente le plan, et une conclusion qui résume et ouvre des perspectives.

Les intitulés restent génériques pour pouvoir s'adapter à différents sujets et contenus, tout en fournissant une trame solide pour construire un TED talk impactant. Il suffit ensuite d'",423,"[-0.00644005 -0.00376435  0.00246912 ... -0.03111162 -0.01749701
 -0.02903926]",0
" Voici la structure sémantique générique du TED Talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Annonce du plan
  
Corps du Talk
    - Présentation du contexte
    - Développement de la problématique
    - Présentation de la solution proposée
    - Illustration par des exemples
  
Conclusion 
    - Résumé des points clés
    - Ouverture/perspective",143,"[ 5.13488048e-05  9.13432706e-03  1.36411032e-02 ... -2.08621155e-02
 -2.11926550e-02 -3.40709761e-02]",1
"Voici une proposition de structure générique pour le TED talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Présentation du contexte/problème
    - Explication de la situation actuelle
    - Solutions/idées proposées
        - Solution/idée 1
        - Solution/idée 2 
        - etc.
    - Exemples concrets

Conclusion 
    - Résumé des points clés
    - Ouverture/perspective
    - Conclusion finale

Cette structure générique pourrait être réutilisée pour écrire un nouveau talk en remplaçant les éléments spécifiques (sujet, problématique, solutions, exemples) par de nouvelles informations, tout en conservant la structure logique d'une introduction accrocheuse, d'un développement structuré et d'une conclusion percutante. Le niveau de détail permet de comprendre la logique du discours pour pouvoir l'adapter à un nouveau contenu.",326,"[-0.00629669  0.01015616  0.00629033 ... -0.02419406 -0.02036323
 -0.02224683]",0
"Voici la structure générique du TED talk :

Introduction
    - Présentation du sujet
    - Mise en contexte

Corps du Talk  
    - Point de vue 1
    - Arguments soutenant ce point de vue
    - Exemples illustrant ces arguments
    - Point de vue 2 
    - Arguments soutenant ce point de vue 
    - Exemples illustrant ces arguments
    - Comparaison et liens entre les deux points de vue

Conclusion
    - Synthèse 
    - Conclusion sur le sujet
    - Ouverture

Cette structure permet de présenter un sujet sous différents angles, en étayant chaque point de vue par des arguments et des exemples concrets. Elle met en parallèle plusieurs perspectives sur une même question. La conclusion récapitule les idées clés et ouvre sur de nouvelles questions ou perspectives.

Ce modèle peut être réutilisé en adaptant les points de vue, les arguments et les exemples au nouveau sujet traité, tout en conservant le schéma d'introduction, de développement multi-perspective et de conclusion. Les contenus changent mais la structure logique reste la même.",356,"[-0.00604476 -0.00130654  0.00739625 ... -0.01908129 -0.02411484
 -0.02999588]",0
"Voici la structure sémantique générique du TED talk :

Introduction
  - Accroche 
  - Présentation du sujet
  - Annonce du plan
  
Corps du Talk
  - Point de vue 1
    - Exemples
    - Preuves
  - Point de vue 2  
    - Exemples
    - Preuves
  - Point de vue 3
    - Exemples 
    - Preuves
  
Conclusion 
  - Résumé des points clés
  - Ouverture/Perspective
  - Message à retenir",161,"[-0.00242636  0.00233286  0.01378756 ... -0.02659489 -0.02865851
 -0.02718818]",3
" Voici une structure générique possible pour le TED Talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Présentation du contexte/problème
    - Explication de la solution envisagée 
    - Description des défis rencontrés
    - Présentation de la solution finale
    - Mise en perspective

Conclusion 
    - Résumé des points clés
    - Conclusion ouverte",146,"[-0.01020148  0.00683948  0.00882203 ... -0.02322601 -0.01698963
 -0.02735793]",2
" Voici une structure générique pour ce TED Talk :

Introduction
  - Présenter le contexte/le problème
  - Annoncer le sujet principal
  
Corps du Talk 
  - Présenter l'expérience personnelle liée au sujet
  - Donner des exemples concrets du problème
  - Apporter des preuves/données sur le sujet
  - Présenter une solution au problème
  - Expliquer les avantages de cette solution
  
Conclusion
  - Résumer les points clés
  - Inspirer/Motiver à l'action
  - Conclure sur une note positive",169,"[-6.89118096e-05  1.35212652e-02  1.14866970e-02 ... -2.66088285e-02
 -1.93889830e-02 -2.58052070e-02]",2
" Voici une structure sémantique générique pour le TED Talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Expérience personnelle
        - Contexte initial
        - Evénement déclencheur
        - Changement de perspective 
    - Enseignements tirés
        - Erreurs passées
        - Nouvelles valeurs
        - Appel à l'action

Conclusion
    - Résumé des points clés 
    - Projection positive dans l'avenir
    - Message d'espoir

Cette structure permet de présenter une expérience personnelle marquante, les enseignements qui en ont été tirés, et la projection positive dans l'avenir que cela a permis. Elle est suffisamment générique pour être réutilisée sur d'autres sujets, en adaptant les points clés et les exemples. Le ton adopté est informel mais engageant. Les sources d'information peuvent provenir d'expériences vécues, de recherches, de témoignages. L'objectif est de partager un message positif et mobilisateur.",364,"[-0.02063996  0.00134234  0.00858066 ... -0.01768956 -0.01242005
 -0.03764668]",0
" Voici une structure générique possible pour ce TED talk :

Introduction
    - Présenter le sujet
    - Introduire le contexte
    - Annoncer le plan 

Corps du Talk
    - Présenter le problème/défi
    - Détailler la solution proposée
    - Donner des exemples concrets
    - Expliquer les résultats obtenus

Conclusion 
    - Résumer les points clés
    - Insister sur l'importance du sujet
    - Projection dans l'avenir
    - Message à retenir

Cette structure permet de présenter de manière logique et cohérente un sujet en introduction, de développer les idées principales dans le corps du talk, et de conclure en résumant les idées fortes. Elle est suffisamment générique pour pouvoir s'adapter à de nombreux sujets, en modifiant les points détaillés sous chaque partie. Le niveau de détail permet de comprendre la structure logique et de l'utiliser pour rédiger un nouveau talk en y intégrant de nouvelles informations.",325,"[-0.00808328  0.00979235  0.00796934 ... -0.02583864 -0.0255348
 -0.02395233]",0
"Voici une proposition de structure générique pour le TED talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Présentation de l'évolution personnelle par rapport au sujet
        - Etape 1
        - Etape 2
        - Etape 3
    - Explication de la relation entre le sujet et un art
        - Lien avec la musique
        - Lien avec d'autres arts 
    - Présentation d'un projet novateur
        - Contexte et objectifs
        - Description du projet
        - Avantages et impact

Conclusion
    - Synthèse 
    - Projection dans l'avenir
    - Ouverture",259,"[-0.00493445  0.00187879  0.00241049 ... -0.02047699 -0.02671476
 -0.02526231]",4
